"Provider_Number","HOSPITAL","ADDRESS","CITY","STATE",ZIP,"COUNTY","Readmit_2015","Readmit_2016","Readmit_2017","Readmit_2018","Readmit_2019","Readmit_2020"
"490005","WINCHESTER MEDICAL CENTER","1840 AMHERST ST","WINCHESTER","VA",22601,"WINCHESTER CITY","1.47","1.55","1.44","0.62","0.66","0.34"
"490007","SENTARA NORFOLK GENERAL HOSPITAL","600 GRESHAM DR","NORFOLK","VA",23507,"NORFOLK CITY","No Penalty","No Penalty","0.04","No Penalty","0.01","0.08"
"490009","UNIVERSITY OF VIRGINIA MEDICAL CENTER","1215 LEE STREET","CHARLOTTESVILLE","VA",22908,"CHARLOTTESVILLE CITY","0.50","0.60","0.77","0.50","0.09","0.01"
"490011","BON SECOURS DEPAUL MEDICAL CENTER","150 KINGSLEY LANE","NORFOLK","VA",23505,"NORFOLK CITY","0.38","0.66","0.65","0.28","0.27","0.48"
"490013","SENTARA HALIFAX REGIONAL HOSPITAL","2204 WILBORN AVENUE","SOUTH BOSTON","VA",24592,"HALIFAX","0.04","No Penalty","0.92","0.80","0.76","0.32"
"490017","BON SECOURS MARYVIEW MEDICAL CENTER","3636 HIGH STREET","PORTSMOUTH","VA",23707,"PORTSMOUTH CITY","0.32","0.05","0.16","0.57","0.32","0.35"
"490018","AUGUSTA HEALTH","78 MEDICAL CENTER DRIVE","FISHERSVILLE","VA",22939,"AUGUSTA","No Penalty","No Penalty","No Penalty","0.10","0.11","No Penalty"
"490019","NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE","501 SUNSET LANE","CULPEPER","VA",22701,"CULPEPER","2.87","1.72","3.00","1.55","1.77","1.98"
"490020","JOHN RANDOLPH MEDICAL CENTER","411 WEST RANDOLPH ROAD","HOPEWELL","VA",23860,"HOPEWELL CITY","0.28","0.78","1.57","1.38","1.37","1.20"
"490021","CENTRA  HEALTH, INC","1901 TATE SPRINGS ROAD","LYNCHBURG","VA",24501,"LYNCHBURG CITY","1.10","2.14","1.33","0.62","0.17","No Penalty"
"490022","MARY WASHINGTON HOSPITAL, INC","1001 SAM PERRY BOULEVARD","FREDERICKSBURG","VA",22401,"FREDERICKSBURG CITY","0.22","0.43","0.72","0.29","0.22","0.22"
"490023","FAUQUIER HOSPITAL","500 HOSPITAL DRIVE","WARRENTON","VA",20186,"FAUQUIER","3.00","3.00","3.00","3.00","0.97","1.56"
"490024","CARILION ROANOKE MEMORIAL HOSPITAL","1906 BELLEVIEW AVENUE, SE","ROANOKE","VA",24014,"ROANOKE CITY","0.53","0.94","0.76","0.52","0.46","0.18"
"490032","MEDICAL COLLEGE OF VIRGINIA HOSPITALS","BOX 980510   1250 EAST MARSHALL STREET","RICHMOND","VA",23298,"RICHMOND CITY","0.69","0.44","0.30","0.27","No Penalty","0.13"
"490033","WARREN MEMORIAL HOSPITAL","1000 NORTH SHENANDOAH AVE","FRONT ROYAL","VA",22630,"WARREN","1.02","0.53","0.25","No Penalty","0.04","0.10"
"490037","RIVERSIDE SHORE MEMORIAL HOSPITAL","20480 MARKET STREET","ONANCOCK","VA",23417,"ACCOMACK","0.19","0.29","0.33","0.04","No Penalty","0.01"
"490038","SMYTH COUNTY COMMUNITY HOSPITAL","245 MEDICAL PARK DRIVE","MARION","VA",24354,"SMYTH","0.53","0.61","0.60","1.13","0.31","0.27"
"490040","INOVA ALEXANDRIA HOSPITAL","4320 SEMINARY RD","ALEXANDRIA","VA",22304,"ALEXANDRIA CITY","0.75","1.56","2.06","1.50","0.79","0.78"
"490041","MARY IMMACULATE HOSPITAL","2 BERNARDINE DRIVE","NEWPORT NEWS","VA",23602,"NEWPORT NEWS CITY","0.13","0.68","0.62","0.19","0.31","0.12"
"490042","CARILION NEW RIVER VALLEY MEDICAL CENTER","2900 LAMB CIRCLE","CHRISTIANSBURG","VA",24073,"MONTGOMERY","0.64","0.25","0.25","0.27","0.85","0.80"
"490043","INOVA LOUDOUN HOSPITAL","44045 RIVERSIDE PARKWAY","LEESBURG","VA",20176,"LOUDOUN","0.43","0.71","1.23","1.22","1.66","1.65"
"490044","SENTARA OBICI HOSPITAL","2800 GODWIN BOULEVARD","SUFFOLK","VA",23439,"SUFFOLK CITY","0.65","0.23","0.20","0.29","0.24","0.35"
"490045","NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER","8700 SUDLEY RD","MANASSAS","VA",20110,"MANASSAS CITY","0.44","1.04","1.13","0.90","1.07","0.65"
"490046","SENTARA LEIGH HOSPITAL","830 KEMPSVILLE ROAD","NORFOLK","VA",23502,"NORFOLK CITY","0.02","0.06","0.31","0.63","0.45","0.41"
"490048","LEWISGALE MEDICAL CENTER","1900 ELECTRIC ROAD","SALEM","VA",24153,"SALEM CITY","1.34","1.01","0.33","0.16","0.86","0.86"
"490050","VIRGINIA HOSPITAL CENTER","1701 NORTH GEORGE MASON DRIVE","ARLINGTON","VA",22205,"ARLINGTON","0.24","0.27","0.18","0.08","0.25","0.18"
"490052","RIVERSIDE REGIONAL MEDICAL CENTER","500 J CLYDE MORRIS BLVD","NEWPORT NEWS","VA",23601,"NEWPORT NEWS CITY","0.12","0.29","0.67","0.95","1.12","0.69"
"490053","JOHNSTON MEMORIAL HOSPITAL","16000 JOHNSTON MEMORIAL DRIVE","ABINGDON","VA",24211,"WASHINGTON","3.00","3.00","2.50","1.55","1.87","1.25"
"490057","SENTARA VIRGINIA BEACH GENERAL HOSPITAL","1060 FIRST COLONIAL ROAD","VIRGINIA BEACH","VA",23454,"VIRGINIA BEACH CITY","0.95","1.80","1.89","1.32","0.86","1.25"
"490059","BON SECOURS ST MARYS HOSPITAL","5801 BREMO RD","RICHMOND","VA",23226,"RICHMOND CITY","0.25","0.13","0.12","No Penalty","0.02","0.06"
"490060","CLINCH VALLEY MEDICAL CENTER","6801 GOVERNOR GC PERRY HIGHWAY","RICHLANDS","VA",24641,"TAZEWELL","1.89","1.40","1.29","0.88","0.33","0.20"
"490063","INOVA FAIRFAX HOSPITAL","3300 GALLOWS ROAD","FALLS CHURCH","VA",22042,"FAIRFAX","0.03","0.01","0.41","0.61","0.47","0.12"
"490066","SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER","100 SENTARA CIRCLE","WILLIAMSBURG","VA",23188,"JAMES CITY","0.30","1.17","1.07","0.73","No Penalty","0.12"
"490067","SOUTHSIDE REGIONAL MEDICAL CENTER","200 MEDICAL PARK BOULEVARD","PETERSBURG","VA",23805,"PETERSBURG CITY","1.70","2.20","2.88","2.91","2.04","1.43"
"490069","BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER","8260 ATLEE ROAD","MECHANICSVILLE","VA",23116,"HANOVER","0.34","0.09","No Penalty","0.02","0.22","0.22"
"490075","SOVAH HEALTH DANVILLE","142 SOUTH MAIN STREET","DANVILLE","VA",24541,"DANVILLE CITY","1.32","1.17","0.69","1.00","1.02","0.72"
"490077","MARTHA JEFFERSON HOSPITAL","500 MARTHA JEFFERSON DRIVE","CHARLOTTESVILLE","VA",22911,"ALBEMARLE","1.96","2.88","2.47","0.70","No Penalty","No Penalty"
"490084","RIVERSIDE TAPPAHANNOCK HOSPITAL","618 HOSPITAL ROAD","TAPPAHANNOCK","VA",22560,"ESSEX","1.47","1.66","2.63","1.36","No Penalty","0.08"
"490088","BEDFORD MEMORIAL HOSPITAL","1613 OAKWOOD STREET","BEDFORD","VA",24523,"BEDFORD","0.13","0.07","0.38","0.93","0.87","0.22"
"490089","CARILION FRANKLIN MEMORIAL HOSPITAL","180 FLOYD AVENUE","ROCKY MOUNT","VA",24151,"FRANKLIN","0.26","0.09","No Penalty","No Penalty","No Penalty","No Penalty"
"490090","SOUTHSIDE COMMUNITY HOSPITAL, INC","800 OAK STREET","FARMVILLE","VA",23901,"PRINCE EDWARD","1.44","1.44","1.16","0.25","0.13","0.53"
"490092","SOUTHAMPTON MEMORIAL HOSPITAL","100 FAIRVIEW DRIVE - PO BOX 817","FRANKLIN","VA",23851,"FRANKLIN CITY","0.74","0.85","1.69","2.08","1.13","1.44"
"490093","SENTARA CAREPLEX HOSPITAL","3000 COLISEUM DRIVE","HAMPTON","VA",23666,"HAMPTON CITY","0.24","0.23","1.07","1.47","0.44","0.57"
"490094","BON SECOURS RICHMOND COMMUNITY HOSPITAL","1500 N. 28TH STREET","RICHMOND","VA",23223,"RICHMOND CITY","0.01","0.14","0.17","0.10","0.11","0.07"
"490097","SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER","727 NORTH MAIN STREET","EMPORIA","VA",23847,"EMPORIA CITY","3.00","2.45","2.06","1.05","0.43","0.30"
"490098","COMMUNITY MEMORIAL HOSPITAL","1755 NORTH MECKLENBURG AVENUE","SOUTH HILL","VA",23970,"MECKLENBURG","0.54","0.48","2.03","1.58","1.01","0.56"
"490101","INOVA FAIR OAKS HOSPITAL","3600 JOSEPH SIEWICK DRIVE","FAIRFAX","VA",22033,"FAIRFAX","1.93","1.65","0.90","0.15","0.14","0.10"
"490107","RESTON HOSPITAL CENTER","1850 TOWN CENTER PARKWAY","RESTON","VA",20190,"FAIRFAX","3.00","3.00","3.00","3.00","3.00","2.57"
"490110","LEWISGALE HOSPITAL MONTGOMERY","3700 SOUTH MAIN STREET","BLACKSBURG","VA",24060,"MONTGOMERY","2.27","0.60","1.34","1.73","2.26","1.96"
"490111","WYTHE COUNTY COMMUNITY HOSPITAL","600 WEST RIDGE ROAD","WYTHEVILLE","VA",24382,"WYTHE","0.07","0.30","No Penalty","0.34","0.33","3.00"
"490112","CJW MEDICAL CENTER","7101 JAHNKE ROAD","RICHMOND","VA",23235,"CHESTERFIELD","1.26","2.13","2.56","1.61","1.20","1.09"
"490113","SENTARA NORTHERN VIRGINIA MEDICAL CENTER","2300 OPITZ BOULEVARD","WOODBRIDGE","VA",22191,"PRINCE WILLIAM","1.21","1.13","0.64","0.34","0.49","0.56"
"490114","LONESOME PINE HOSPITAL","1990 HOLTON AVENUE EAST","BIG STONE GAP","VA",24219,"WISE","0.61","0.55","0.31","1.28","1.46","1.52"
"490115","TWIN COUNTY REGIONAL HOSPITAL","200 HOSPITAL DRIVE","GALAX","VA",24333,"GALAX CITY","No Penalty","0.28","0.61","0.65","0.02","0.11"
"490116","LEWISGALE HOSPITAL PULASKI","2400 LEE HIGHWAY","PULASKI","VA",24301,"PULASKI","1.85","1.29","1.11","2.25","1.73","1.51"
"490117","CARILION TAZEWELL COMMUNITY HOSPITAL","388 BEN BOLT AVENUE","TAZEWELL","VA",24651,"TAZEWELL","0.60","0.38","0.91","0.87","2.28","1.21"
"490118","HENRICO DOCTORS' HOSPITAL","1602 SKIPWITH ROAD","RICHMOND","VA",23229,"HENRICO","No Penalty","0.53","0.47","1.06","0.34","1.01"
"490119","SENTARA PRINCESS ANNE HOSPITAL","2025 GLENN MITCHELL DRIVE","VIRGINIA BEACH","VA",23456,"VIRGINIA BEACH CITY","0.36","0.14","0.02","0.11","0.11","0.35"
"490120","CHESAPEAKE GENERAL HOSPITAL","736 BATTLEFIELD BLVD, NORTH","CHESAPEAKE","VA",23320,"CHESAPEAKE CITY","1.51","2.84","3.00","2.82","0.84","0.47"
"490122","INOVA MOUNT VERNON HOSPITAL","2501 PARKERS LANE","ALEXANDRIA","VA",22306,"FAIRFAX","0.29","0.34","0.32","0.27","0.38","0.45"
"490126","LEWISGALE HOSPITAL ALLEGHANY","ONE ARH LANE - PO BOX 7","LOW MOOR","VA",24457,"ALLEGHANY","2.85","0.65","0.99","0.82","0.44","0.29"
"490127","BUCHANAN GENERAL HOSPITAL","1535 SLATE CREEK ROAD","GRUNDY","VA",24614,"BUCHANAN","0.80","2.76","2.94","2.83","1.79","1.85"
"490130","RIVERSIDE WALTER REED HOSPITAL","7519 HOSPITAL ROAD","GLOUCESTER","VA",23061,"GLOUCESTER","0.89","0.76","0.46","0.09","0.14","0.93"
"490136","BON SECOURS ST FRANCIS MEDICAL CENTER","13710 ST FRANCIS BOULEVARD","MIDLOTHIAN","VA",23114,"CHESTERFIELD","0.70","2.58","1.70","0.73","No Penalty","0.03"
"490140","STAFFORD HOSPITAL, LLC","101 HOSPITAL CENTER BOULEVARD","STAFFORD","VA",22554,"STAFFORD","1.21","0.74","0.61","0.21","0.28","0.34"
"490141","SPOTSYLVANIA REGIONAL MEDICAL CENTER","4600 SPOTSYLVANIA PARKWAY","FREDERICKSBURG","VA",22408,"SPOTSYLVANIA","0.47","0.61","1.05","0.56","0.73","1.14"
"490143","RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG","1500 COMMONWEALTH AVENUE","WILLIAMSBURG","VA",23185,"JAMES CITY","No Penalty","No Penalty","0.01","0.11","0.69","1.26"
"500001","NORTHWEST HOSPITAL","1550 NORTH 115TH STREET","SEATTLE","WA",98133,"KING","0.04","0.11","0.46","1.30","0.75","0.81"
"500002","PROVIDENCE ST MARY MEDICAL CENTER","401 W POPLAR ST","WALLA WALLA","WA",99362,"WALLA WALLA","No Penalty","No Penalty","No Penalty","No Penalty","0.08","No Penalty"
"500003","SKAGIT VALLEY HOSPITAL","1415 KINCAID STREET","MOUNT VERNON","WA",98274,"SKAGIT","0.65","No Penalty","No Penalty","0.24","0.08","0.20"
"500005","VIRGINIA MASON MEDICAL CENTER","925 SENECA ST","SEATTLE","WA",98101,"KING","0.04","0.15","0.09","0.06","0.35","0.03"
"500007","ISLAND HOSPITAL","1211  24TH STREET","ANACORTES","WA",98221,"SKAGIT","0.74","0.34","0.12","0.04","0.10","0.09"
"500008","UNIVERSITY OF WASHINGTON MEDICAL CTR","1959 NE PACIFIC ST  BOX 356151","SEATTLE","WA",98195,"KING","0.19","0.10","0.01","0.01","0.14","0.21"
"500011","HIGHLINE MEDICAL CENTER","16251 SYLVESTER ROAD SW","BURIEN","WA",98166,"KING","No Penalty","No Penalty","0.19","0.26","0.63","0.25"
"500012","YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER","110 SOUTH NINTH AVE","YAKIMA","WA",98902,"YAKIMA","0.55","0.43","0.20","0.45","0.25","1.46"
"500014","PROVIDENCE REGIONAL MEDICAL CENTER EVERETT","1321 COLBY AVENUE","EVERETT","WA",98201,"SNOHOMISH","No Penalty","0.09","0.57","0.21","0.46","0.24"
"500015","MULTICARE AUBURN MEDICAL CENTER","202 NORTH DIVISION STREET PLAZA ONE","AUBURN","WA",98001,"KING","0.28","0.01","0.24","No Penalty","No Penalty","No Penalty"
"500016","CENTRAL WASHINGTON HOSPITAL","1201 SOUTH MILLER STREET","WENATCHEE","WA",98807,"CHELAN","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"500019","PROVIDENCE CENTRALIA HOSPITAL","914 S SCHEUBER ROAD","CENTRALIA","WA",98531,"LEWIS","0.26","0.70","1.28","1.29","0.82","0.19"
"500021","ST CLARE HOSPITAL","11315 BRIDGEPORT WAY S W","LAKEWOOD","WA",98499,"PIERCE","1.19","0.61","0.11","No Penalty","No Penalty","No Penalty"
"500024","PROVIDENCE ST PETER HOSPITAL","413 LILLY ROAD NE","OLYMPIA","WA",98506,"THURSTON","No Penalty","No Penalty","0.02","No Penalty","0.17","0.51"
"500025","SWEDISH MEDICAL CENTER / CHERRY HILL","500 17TH AVENUE","SEATTLE","WA",98122,"KING","No Penalty","0.22","0.25","0.09","0.03","No Penalty"
"500026","SWEDISH EDMONDS HOSPITAL","21601 76TH AVENUE WEST","EDMONDS","WA",98026,"SNOHOMISH","0.17","0.23","0.23","0.57","0.68","0.28"
"500027","SWEDISH MEDICAL CENTER","747 BROADWAY","SEATTLE","WA",98122,"KING","0.12","0.16","0.23","0.23","0.15","0.05"
"500030","ST JOSEPH HOSPITAL","2901 SQUALICUM PARKWAY","BELLINGHAM","WA",98225,"WHATCOM","No Penalty","No Penalty","No Penalty","0.11","No Penalty","0.32"
"500031","GRAYS HARBOR COMMUNITY HOSPITAL","915 ANDERSON DRIVE","ABERDEEN","WA",98520,"GRAYS HARBOR","0.38","0.56","0.60","0.46","0.04","0.01"
"500033","SAMARITAN HOSPITAL","801 EAST WHEELER ROAD","MOSES LAKE","WA",98837,"GRANT","2.10","0.55","0.86","No Penalty","0.27","0.58"
"500036","YAKIMA VALLEY MEMORIAL HOSPITAL","2811 TIETON DRIVE","YAKIMA","WA",98902,"YAKIMA","0.06","No Penalty","0.01","No Penalty","0.82","1.23"
"500037","TOPPENISH COMMUNITY HOSPITAL","502 W FOURTH AVE","TOPPENISH","WA",98948,"YAKIMA","0.88","0.60","0.83","1.00","No Penalty","0.25"
"500039","HARRISON MEMORIAL HOSPITAL","2520 CHERRY AVENUE","BREMERTON","WA",98310,"KITSAP","0.02","0.13","0.41","0.04","0.09","No Penalty"
"500041","PEACHEALTH ST JOHN MEDICAL CENTER","1615 DELAWARE STREET","LONGVIEW","WA",98632,"COWLITZ","0.07","No Penalty","0.08","1.23","1.22","0.62"
"500044","MULTICARE DEACONESS HOSPITAL","W 800 FIFTH AVENUE","SPOKANE","WA",99210,"SPOKANE","No Penalty","0.09","0.12","0.19","0.22","0.23"
"500050","PEACEHEALTH SOUTHWEST MEDICAL CENTER","400 NE MOTHER JOSEPH PLACE","VANCOUVER","WA",98668,"CLARK","0.83","0.78","0.40","0.38","0.13","0.16"
"500051","OVERLAKE HOSPITAL MEDICAL CENTER","1035-116TH AVE NE","BELLEVUE","WA",98004,"KING","0.14","0.38","0.06","0.02","No Penalty","0.49"
"500053","TRIOS","900 SOUTH AUBURN STREET","KENNEWICK","WA",99336,"BENTON","0.56","0.28","0.26","0.38","0.65","0.35"
"500054","PROV SACRED HRT MED CTR & CHILDS HOSP.","101 WEST 8TH AVENUE","SPOKANE","WA",99204,"SPOKANE","No Penalty","No Penalty","No Penalty","0.03","No Penalty","No Penalty"
"500058","KADLEC REGIONAL MEDICAL CENTER","888 SWIFT BLVD","RICHLAND","WA",99352,"BENTON","No Penalty","0.12","0.24","0.61","0.40","No Penalty"
"500060","CASCADE VALLEY HOSPITAL","330 S STILLAGUAMISH AVE","ARLINGTON","WA",98223,"SNOHOMISH","0.16","0.07","0.07","0.24","0.42","0.58"
"500064","HARBORVIEW MEDICAL CENTER","325 9TH AVENUE","SEATTLE","WA",98104,"KING","0.02","0.01","No Penalty","0.07","0.10","0.12"
"500072","OLYMPIC MEDICAL CENTER","939 CAROLINE ST","PORT ANGELES","WA",98362,"CLALLAM","No Penalty","No Penalty","0.02","No Penalty","0.01","0.02"
"500077","PROVIDENCE HOLY FAMILY HOSPITAL","5633 NORTH LIDGERWOOD","SPOKANE","WA",99208,"SPOKANE","0.67","0.36","1.29","0.36","0.45","No Penalty"
"500079","MULTICARE GOOD SAMARITAN HOSPITAL","401 15TH AVENUE SE","PUYALLUP","WA",98372,"PIERCE","0.82","0.68","0.68","0.06","0.13","0.39"
"500084","EVERGREENHEALTH MONROE","14701 179TH SE","MONROE","WA",98272,"SNOHOMISH","No Penalty","0.02","0.21","0.15","0.18","0.04"
"500088","VALLEY MEDICAL CENTER","400 S 43RD ST","RENTON","WA",98055,"KING","0.17","0.88","0.25","0.08","0.78","0.89"
"500108","ST JOSEPH MEDICAL CENTER","1717 SOUTH J STREET","TACOMA","WA",98405,"PIERCE","0.98","0.92","0.32","No Penalty","0.07","0.12"
"500119","MULTICARE VALLEY HOSPITAL","12606 EAST MISSION AVENUE","SPOKANE","WA",99216,"SPOKANE","2.00","1.03","No Penalty","No Penalty","0.77","2.66"
"500124","EVERGREENHEALTH MEDICAL CENTER","12040 NE 128TH STREET","KIRKLAND","WA",98034,"KING","No Penalty","No Penalty","No Penalty","No Penalty","0.09","0.12"
"500129","TACOMA GENERAL ALLENMORE HOSPITAL","315 S MLK JR WAY","TACOMA","WA",98405,"PIERCE","0.23","0.24","0.25","0.25","0.04","0.51"
"500139","CAPITAL MEDICAL CENTER","3900 CAPITAL MALL DR SW","OLYMPIA","WA",98502,"THURSTON","0.07","0.10","0.19","0.14","0.09","0.18"
"500141","ST FRANCIS COMMUNITY HOSPITAL","34515 9TH AVENUE SOUTH","FEDERAL WAY","WA",98003,"KING","1.10","0.22","No Penalty","0.08","0.06","0.14"
"500148","CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS","820 NORTH CHELAN AVENUE","WENATCHEE","WA",98801,"CHELAN","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"500150","LEGACY SALMON CREEK MEDICAL CENTER","2211 NE 139TH STREET","VANCOUVER","WA",98686,"CLARK","0.51","1.01","0.21","0.26","0.02","0.01"
"500151","ST ANTHONY HOSPITAL","11567 CANTERWOOD BOULEVARD NW","GIG HARBOR","WA",98332,"PIERCE","0.06","0.01","0.02","0.04","0.04","No Penalty"
"500152","SWEDISH ISSAQUAH","751 NE BLAKELY DR","ISSAQUAH","WA",98029,"KING","0.69","0.71","1.09","0.34","0.60","1.81"
"510001","WEST VIRGINIA UNIVERSITY HOSPITALS","MEDICAL CENTER DRIVE","MORGANTOWN","WV",26506,"MONONGALIA","0.76","0.59","0.60","0.22","0.43","0.44"
"510002","GREENBRIER VALLEY MEDICAL CENTER","1320 MAPLEWOOD AVENUE","RONCEVERTE","WV",24970,"GREENBRIER","1.17","1.44","1.91","1.37","0.57","0.31"
"510006","UNITED HOSPITAL CENTER","327 MEDICAL PARK DRIVE","BRIDGEPORT","WV",26330,"HARRISON","0.35","1.05","1.36","1.07","0.40","0.53"
"510007","ST MARY'S MEDICAL CENTER","2900 1ST AVENUE","HUNTINGTON","WV",25702,"CABELL","0.40","0.42","1.25","0.69","0.64","0.36"
"510008","BERKELEY MEDICAL CENTER","2500 HOSPITAL DRIVE","MARTINSBURG","WV",25401,"BERKELEY","0.78","0.97","0.99","0.35","0.07","No Penalty"
"510012","PLEASANT VALLEY HOSPITAL","2520 VALLEY DRIVE","POINT PLEASANT","WV",25550,"MASON","0.35","0.52","0.56","0.07","0.09","0.16"
"510013","REYNOLDS MEMORIAL HOSPITAL","800 WHEELING AVE","GLEN DALE","WV",26038,"MARSHALL","0.66","0.48","0.08","0.09","0.06","0.59"
"510022","CHARLESTON AREA MEDICAL CENTER","501 MORRIS STREET","CHARLESTON","WV",25301,"KANAWHA","0.38","0.31","0.39","0.21","0.19","0.08"
"510023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","WEIRTON","WV",26062,"HANCOCK","0.23","0.25","0.30","0.40","0.38","0.14"
"510024","MONONGALIA COUNTY GENERAL HOSPITAL","1200 JD ANDERSON DRIVE","MORGANTOWN","WV",26505,"MONONGALIA","0.80","0.99","1.96","1.83","1.28","1.63"
"510029","THOMAS MEMORIAL HOSPITAL","4605 MACCORKLE AVENUE SW","SOUTH CHARLESTON","WV",25309,"KANAWHA","0.43","1.05","1.35","1.64","1.70","1.06"
"510030","DAVIS MEDICAL CENTER","812 GORMAN AVENUE","ELKINS","WV",26241,"RANDOLPH","3.00","1.68","0.49","0.15","1.04","0.99"
"510031","ST FRANCIS HOSPITAL","333 LAIDLEY ST","CHARLESTON","WV",25301,"KANAWHA","0.26","0.09","0.13","0.08","0.15","0.04"
"510038","STONEWALL JACKSON MEMORIAL HOSPITAL","230 HOSPITAL PLAZA","WESTON","WV",26452,"LEWIS","2.98","3.00","3.00","3.00","2.84","3.00"
"510039","OHIO VALLEY MEDICAL CENTER","2000 EOFF STREET","WHEELING","WV",26003,"OHIO","0.94","1.10","1.50","0.64","1.19","0.74"
"510046","PRINCETON COMMUNITY HOSPITAL","122 12TH STREET","PRINCETON","WV",24740,"MERCER","1.87","1.83","1.31","1.92","1.38","1.98"
"510047","FAIRMONT REGIONAL MEDICAL CENTER","1325 LOCUST AVENUE","FAIRMONT","WV",26554,"MARION","0.49","0.45","1.56","1.80","1.21","0.32"
"510048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DRIVE","LOGAN","WV",25601,"LOGAN","2.36","1.23","0.73","0.97","0.48","0.59"
"510050","WHEELING HOSPITAL","1 MEDICAL PARK","WHEELING","WV",26003,"OHIO","1.36","1.51","2.37","2.68","3.00","2.11"
"510055","CABELL HUNTINGTON HOSPITAL INC","1340 HAL GREER BOULEVARD","HUNTINGTON","WV",25701,"CABELL","0.24","0.17","0.32","0.17","0.07","No Penalty"
"510058","CAMDEN CLARK MEDICAL CENTER","800 GARFIELD AVE","PARKERSBURG","WV",26101,"WOOD","1.18","0.90","0.46","0.52","0.86","0.85"
"510062","BECKLEY ARH HOSPITAL","306 STANAFORD ROAD","BECKLEY","WV",25801,"RALEIGH","1.24","0.63","0.69","0.64","0.30","0.22"
"510070","RALEIGH GENERAL HOSPITAL","1710 HARPER ROAD","BECKLEY","WV",25801,"RALEIGH","1.22","1.21","1.32","1.54","1.26","1.13"
"510071","BLUEFIELD REGIONAL MEDICAL CENTER","500 CHERRY ST","BLUEFIELD","WV",24701,"MERCER","0.65","0.80","1.25","1.76","1.41","0.95"
"510072","WETZEL COUNTY HOSPITAL","#3 EAST BENJAMIN DRIVE","NEW MARTINSVILLE","WV",26155,"WETZEL","0.04","No Penalty","0.20","0.20","0.10","No Penalty"
"510077","WILLIAMSON MEMORIAL HOSPITAL","859 ALDERSON STREET","WILLIAMSON","WV",25661,"MINGO","3.00","2.80","1.47","0.87","0.76","0.47"
"510086","WELCH COMMUNITY HOSPITAL","454 MCDOWELL STREET","WELCH","WV",24801,"MC DOWELL","0.80","0.95","0.29","0.09","No Penalty","No Penalty"
"520002","ASCENSION ST MICHAELS HOSPITAL","900 ILLINOIS AVE","STEVENS POINT","WI",54481,"PORTAGE","1.59","1.46","1.50","0.21","0.07","No Penalty"
"520004","MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR","700 WEST AVENUE SOUTH","LA CROSSE","WI",54601,"LA CROSSE","No Penalty","0.08","1.45","2.93","1.99","1.10"
"520008","WAUKESHA MEMORIAL HOSPITAL","725 AMERICAN AVE","WAUKESHA","WI",53188,"WAUKESHA","0.85","0.14","0.24","0.22","0.02","0.17"
"520009","ASCENSION NE WISCONSIN - ST ELIZABETH CAMPUS","1506 S ONEIDA ST","APPLETON","WI",54915,"OUTAGAMIE","0.67","0.88","0.57","1.19","0.47","0.14"
"520011","MARSHFIELD MEDICAL CENTER - RICE LAKE","1700 WEST STOUT STREET","RICE LAKE","WI",54868,"BARRON","0.04","0.11","0.11","0.07","0.04","0.12"
"520013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","EAU CLAIRE","WI",54701,"EAU CLAIRE","No Penalty","0.04","0.05","0.14","0.55","0.08"
"520017","ST JOSEPHS HOSPITAL","2661 COUNTY HWY I","CHIPPEWA FALLS","WI",54729,"CHIPPEWA","No Penalty","0.08","0.10","0.18","0.37","0.22"
"520019","ASCENSION ST MARYS HOSPITAL","2251 NORTH SHORE DR","RHINELANDER","WI",54501,"ONEIDA","0.52","0.19","0.10","0.08","0.16","0.20"
"520021","FROEDTERT SOUTH - KENOSHA MEDICAL CENTER","6308 EIGHTH AVE","KENOSHA","WI",53143,"KENOSHA","0.87","0.58","0.46","0.20","0.95","1.56"
"520027","ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE","13111 N PORT WASHINGTON RD","MEQUON","WI",53097,"OZAUKEE","0.48","0.55","0.07","0.21","0.05","0.16"
"520028","THE MONROE CLINIC","2005 5TH STREET","MONROE","WI",53566,"GREEN","No Penalty","0.58","0.29","0.18","0.50","0.07"
"520030","ASPIRUS WAUSAU HOSPITAL","333 PINE RIDGE BLVD","WAUSAU","WI",54401,"MARATHON","No Penalty","No Penalty","0.06","0.10","0.14","0.45"
"520033","ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC","410 DEWEY ST","WISCONSIN RAPIDS","WI",54495,"WOOD","0.15","0.22","0.74","0.66","0.94","No Penalty"
