SUB,Subject,LOCATION,Country,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
VALADDAC_T1H,Value added in professional; scientific; technical; administration and support services activities,MEX,Mexico,2014,2014,PC,Percentage,0,Units,,,6.5632104,,
VALADDAC_T1H,Value added in professional; scientific; technical; administration and support services activities,MEX,Mexico,2015,2015,PC,Percentage,0,Units,,,6.6061583,,
SME_T1A,Number of employees in manufacturing in enterprises with less than 10 persons engaged,CHE,Switzerland,2012,2012,PC,Percentage,0,Units,,,7.5466593,,
ITLEARNING_T1D,Students using computers at school: standard-error,ESP,Spain,2012,2012,SE,Standard-error,0,Units,,,0.85111567,,
ITLEARNING_T1J,Students with three or more computers at home : standard-error (at school),ESP,Spain,2012,2012,SE,Standard-error,0,Units,,,0.74222267,,
EXEDULV_T1I,Private expenditure per student in primary; secondary and post-secondary non-tertiary education as a percentage of total expenditures,DEU,Germany,2012,2012,PC,Percentage,0,Units,,,13.462497,,
EMPLGNDR_T1C,Employment rates: total,KOR,Korea,2011,2011,RATIO,Ratio,0,Units,,,63.91484,,
EMPLGNDR_T1C,Employment rates: total,KOR,Korea,2012,2012,RATIO,Ratio,0,Units,,,64.34369,,
EMPLGNDR_T1C,Employment rates: total,KOR,Korea,2013,2013,RATIO,Ratio,0,Units,,,64.62727,,
EMPLGNDR_T1C,Employment rates: total,KOR,Korea,2014,2014,RATIO,Ratio,0,Units,,,65.56622,,
EMPLGNDR_T1C,Employment rates: total,KOR,Korea,2015,2015,RATIO,Ratio,0,Units,,,65.90981,,
FDINDEX_T1A,Total FDI Index,CHN,China (People's Republic of),2011,2011,IDX,Index,0,Units,,,0.427,,
FDINDEX_T1A,Total FDI Index,CHN,China (People's Republic of),2012,2012,IDX,Index,0,Units,,,0.422,,
FDINDEX_T1A,Total FDI Index,CHN,China (People's Republic of),2013,2013,IDX,Index,0,Units,,,0.422,,
FDINDEX_T1A,Total FDI Index,CHN,China (People's Republic of),2014,2014,IDX,Index,0,Units,,,0.422,,
FDINDEX_T1A,Total FDI Index,CHN,China (People's Republic of),2015,2015,IDX,Index,0,Units,,,0.384,,
SME_T1F,Number of enterprises in manufacturing with less than 10 persons engaged,LUX,Luxembourg,2012,2012,PC,Percentage,0,Units,,,61.678832,,
SIZEGDP_T1,GDP per capita,FRA,France,2011,2011,USD,US Dollar,0,Units,,,37447.95,,
SIZEGDP_T1,GDP per capita,FRA,France,2012,2012,USD,US Dollar,0,Units,,,37684.198,,
SIZEGDP_T1,GDP per capita,FRA,France,2013,2013,USD,US Dollar,0,Units,,,39528.474,,
SIZEGDP_T1,GDP per capita,FRA,France,2014,2014,USD,US Dollar,0,Units,,,40144.059,,
SIZEGDP_T1,GDP per capita,FRA,France,2015,2015,USD,US Dollar,0,Units,,,40861.101,,
EDUTEREXPND_T1I,Private expenditure in tertiary education as a percentage of total expenditures,SVK,Slovak Republic,2012,2012,PC,Percentage,0,Units,,,26.18439,,
FDISTOCK_T1B,Inward FDI stocks,PRT,Portugal,2011,2011,USD,US Dollar,6,Millions,,,84978.652,,
FDISTOCK_T1B,Inward FDI stocks,PRT,Portugal,2012,2012,USD,US Dollar,6,Millions,,,98697.889,,
FDISTOCK_T1B,Inward FDI stocks,PRT,Portugal,2013,2013,USD,US Dollar,6,Millions,,,108180.94,,
FDISTOCK_T1B,Inward FDI stocks,PRT,Portugal,2014,2014,USD,US Dollar,6,Millions,,,92722.3,,
ITLEARNING_T1I,Students with three or more computers at home : percentage (at school),JPN,Japan,2012,2012,PC,Percentage,0,Units,,,17.118492,,
LIFEEXPY_G2B, Life expectancy at birth: men,FIN,Finland,2011,2011,YR,Years,0,Units,,,77.3,,
LIFEEXPY_G2B, Life expectancy at birth: men,FIN,Finland,2012,2012,YR,Years,0,Units,,,77.7,,
LIFEEXPY_G2B, Life expectancy at birth: men,FIN,Finland,2013,2013,YR,Years,0,Units,,,78,,
LIFEEXPY_G2B, Life expectancy at birth: men,FIN,Finland,2014,2014,YR,Years,0,Units,,,78.4,,
LIFEEXPY_G2B, Life expectancy at birth: men,FIN,Finland,2015,2015,YR,Years,0,Units,,,78.7,,
STUDYABROAD_T1E,International students in Doctoral or equivalent level,BEL,Belgium,2013,2013,PC,Percentage,0,Units,,,37.741273,,
TIVA_INTERMEDIATES_T1G,Re-exported intermediates: Machinery and equipment,AUT,Austria,2011,2011,PC,Percentage,0,Units,,,65.12,,
CHILDEDU_T1G,Proportions of total public expenditure in pre-primary education,SVK,Slovak Republic,2012,2012,RATIO,Ratio,0,Units,,,82.6002,,
CPI_T1B,CPI: all items non food non energy,FIN,Finland,2011,2011,GRWH,Growth rate,0,Units,,,2.041667,,
CPI_T1B,CPI: all items non food non energy,FIN,Finland,2012,2012,GRWH,Growth rate,0,Units,,,2.270314,,
CPI_T1B,CPI: all items non food non energy,FIN,Finland,2013,2013,GRWH,Growth rate,0,Units,,,0.9821928,,
CPI_T1B,CPI: all items non food non energy,FIN,Finland,2014,2014,GRWH,Growth rate,0,Units,,,1.462913,,
CPI_T1B,CPI: all items non food non energy,FIN,Finland,2015,2015,GRWH,Growth rate,0,Units,,,0.5619226,,
EVOVA_T1C,Real value added in construction,CZE,Czech Republic,2011,2011,GRWH,Growth rate,0,Units,,,-6.6509539,,
EVOVA_T1C,Real value added in construction,CZE,Czech Republic,2012,2012,GRWH,Growth rate,0,Units,,,-3.126442,,
EVOVA_T1C,Real value added in construction,CZE,Czech Republic,2013,2013,GRWH,Growth rate,0,Units,,,1.284736,,
EVOVA_T1C,Real value added in construction,CZE,Czech Republic,2014,2014,GRWH,Growth rate,0,Units,,,1.9636638,,
EVOVA_T1C,Real value added in construction,CZE,Czech Republic,2015,2015,GRWH,Growth rate,0,Units,,,3.9187019,,
STUDYABROAD_T1A,International students in total tertiary education,SWE,Sweden,2013,2013,PC,Percentage,0,Units,,,5.8263457,,
FDINDEX_T1G,Media,CZE,Czech Republic,2011,2011,IDX,Index,0,Units,,,0,,
FDINDEX_T1G,Media,CZE,Czech Republic,2012,2012,IDX,Index,0,Units,,,0,,
FDINDEX_T1G,Media,CZE,Czech Republic,2013,2013,IDX,Index,0,Units,,,0,,
FDINDEX_T1G,Media,CZE,Czech Republic,2014,2014,IDX,Index,0,Units,,,0,,
FDINDEX_T1G,Media,CZE,Czech Republic,2015,2015,IDX,Index,0,Units,,,0,,
OBESITY_G1, Obesity rate among the adult population,ITA,Italy,2014,2014,PC,Percentage,0,Units,,,10.3,,
TIVA_INTERMEDIATES_T1C,Re-exported intermediates: Textiles; textile products; leather and footwear,ESP,Spain,2011,2011,PC,Percentage,0,Units,,,48.03,,
TIVA_T1,Foreign value added as a share of gross exports,EU28,European Union (28 countries),2011,2011,PC,Percentage,0,Units,,,28.17,,
VALADDAC_T1J,Value added in other services activities,JPN,Japan,2011,2011,PC,Percentage,0,Units,,,4.7263783,,
VALADDAC_T1J,Value added in other services activities,JPN,Japan,2012,2012,PC,Percentage,0,Units,,,4.5581189,,
VALADDAC_T1J,Value added in other services activities,JPN,Japan,2013,2013,PC,Percentage,0,Units,,,4.6100106,,
VALADDAC_T1J,Value added in other services activities,JPN,Japan,2014,2014,PC,Percentage,0,Units,,,4.4727962,,
VALADDAC_T1J,Value added in other services activities,JPN,Japan,2015,2015,PC,Percentage,0,Units,,,4.393092,,
INCINEQUAL_T1G,Income inequality: P50/P10 disposable income decile ratio ,LUX,Luxembourg,2015,2015,P50P10,Interdecile ratio P50/P10,0,Units,,,2.1,,
TIVA_INTERMEDIATES_T1G,Re-exported intermediates: Machinery and equipment,EU28,European Union (28 countries),2011,2011,PC,Percentage,0,Units,,,54.14,,
TIVA_INTERMEDIATES_T1I,Re-exported intermediates: Transport and storage; post and telecommunication,KOR,Korea,2011,2011,PC,Percentage,0,Units,,,58.6,,
GREENHOUSE_T1,Greenhouse gas emissions,CHN,China (People's Republic of),2012,2012,TONNE,Tonnes,3,Thousands,,,11895765,,
ITLEARNING_T1C,Students using computers at school: Percentage,BEL,Belgium,2012,2012,PC,Percentage,0,Units,,,65.315352,,
CHILDEDU_T1A,Pupils enrolled in pre-primary education (ISCED 02) as a percentage of total enrolment in early childhood education (ISCED 01+ ISCED 02) ,ISL,Iceland,2013,2013,PC,Percentage,0,Units,,,69.046527,,
CHILDEDU_T1H,Proportions of total public expenditure in all early childhood education,DNK,Denmark,2012,2012,RATIO,Ratio,0,Units,,,81.158644,,
FDINDEX_T1B,Primary sector,NZL,New Zealand,2011,2011,IDX,Index,0,Units,,,0.325,,
FDINDEX_T1B,Primary sector,NZL,New Zealand,2012,2012,IDX,Index,0,Units,,,0.325,,
FDINDEX_T1B,Primary sector,NZL,New Zealand,2013,2013,IDX,Index,0,Units,,,0.325,,
FDINDEX_T1B,Primary sector,NZL,New Zealand,2014,2014,IDX,Index,0,Units,,,0.325,,
FDINDEX_T1B,Primary sector,NZL,New Zealand,2015,2015,IDX,Index,0,Units,,,0.325,,
FDINDEX_T1I,Financial services,ITA,Italy,2011,2011,IDX,Index,0,Units,,,0.018,,
FDINDEX_T1I,Financial services,ITA,Italy,2012,2012,IDX,Index,0,Units,,,0.018,,
FDINDEX_T1I,Financial services,ITA,Italy,2013,2013,IDX,Index,0,Units,,,0.018,,
FDINDEX_T1I,Financial services,ITA,Italy,2014,2014,IDX,Index,0,Units,,,0.018,,
FDINDEX_T1I,Financial services,ITA,Italy,2015,2015,IDX,Index,0,Units,,,0.018,,
SME_T1H,Number of enterprises in manufacturing with 20-49 persons engaged,DEU,Germany,2012,2012,PC,Percentage,0,Units,,,7.7844282,,
TIVA_INTERMEDIATES_T1I,Re-exported intermediates: Transport and storage; post and telecommunication,CAN,Canada,2011,2011,PC,Percentage,0,Units,,,71.32,,
ITLEARNING_T1D,Students using computers at school: standard-error,IRL,Ireland,2012,2012,SE,Standard-error,0,Units,,,1.3781021,,
ITLEARNING_T1I,Students with three or more computers at home : percentage (at school),GBR,United Kingdom,2012,2012,PC,Percentage,0,Units,,,50.873765,,
STUDYABROAD_T1I,Foreign students in Masterâ€™s or equivalent level,CZE,Czech Republic,2013,2013,PC,Percentage,0,Units,,,11.427159,,
TIVA_INTERMEDIATES_T1C,Re-exported intermediates: Textiles; textile products; leather and footwear,EST,Estonia,2011,2011,PC,Percentage,0,Units,,,65.49,,
EVOPOP_G1,Population growth rates,IDN,Indonesia,2011,2011,GRWH,Growth rate,0,Units,,,1.298487,,
EVOPOP_G1,Population growth rates,IDN,Indonesia,2012,2012,GRWH,Growth rate,0,Units,,,1.256166,,
EVOPOP_G1,Population growth rates,IDN,Indonesia,2013,2013,GRWH,Growth rate,0,Units,,,1.215826,,
INCOMPOVERTY_T1D,Relative poverty rates: Retirement-age population (over 65),NOR,Norway,2011,2011,RATIO,Ratio,0,Units,,,0.043,,
INCOMPOVERTY_T1D,Relative poverty rates: Retirement-age population (over 65),NOR,Norway,2012,2012,RATIO,Ratio,0,Units,,,0.041,,
INCOMPOVERTY_T1D,Relative poverty rates: Retirement-age population (over 65),NOR,Norway,2013,2013,RATIO,Ratio,0,Units,,,0.043,,
INCOMPOVERTY_T1D,Relative poverty rates: Retirement-age population (over 65),NOR,Norway,2014,2014,RATIO,Ratio,0,Units,,,0.043,,
INCOMPOVERTY_T1D,Relative poverty rates: Retirement-age population (over 65),NOR,Norway,2015,2015,RATIO,Ratio,0,Units,,,0.044,,
EVOVA_T1F,Real value added in financial and insurance activities,BRA,Brazil,2011,2011,GRWH,Growth rate,0,Units,,,6.2081127,,
EVOVA_T1F,Real value added in financial and insurance activities,BRA,Brazil,2012,2012,GRWH,Growth rate,0,Units,,,1.5491216,,
EVOVA_T1F,Real value added in financial and insurance activities,BRA,Brazil,2013,2013,GRWH,Growth rate,0,Units,,,1.8039891,,
EVOVA_T1F,Real value added in financial and insurance activities,BRA,Brazil,2014,2014,GRWH,Growth rate,0,Units,,,-0.56499041,,
EVOVA_T1F,Real value added in financial and insurance activities,BRA,Brazil,2015,2015,GRWH,Growth rate,0,Units,,,-1.2081084,,
FDINDEX_T1F,Transport,NOR,Norway,2011,2011,IDX,Index,0,Units,,,0.35,,
FDINDEX_T1F,Transport,NOR,Norway,2012,2012,IDX,Index,0,Units,,,0.35,,
FDINDEX_T1F,Transport,NOR,Norway,2013,2013,IDX,Index,0,Units,,,0.35,,
FDINDEX_T1F,Transport,NOR,Norway,2014,2014,IDX,Index,0,Units,,,0.35,,
FDINDEX_T1F,Transport,NOR,Norway,2015,2015,IDX,Index,0,Units,,,0.35,,
EVOVA_T1I,Real value added in public administration; defence; education human health and social work activities,FIN,Finland,2011,2011,GRWH,Growth rate,0,Units,,,0,,
EVOVA_T1I,Real value added in public administration; defence; education human health and social work activities,FIN,Finland,2012,2012,GRWH,Growth rate,0,Units,,,-0.64351905,,
EVOVA_T1I,Real value added in public administration; defence; education human health and social work activities,FIN,Finland,2013,2013,GRWH,Growth rate,0,Units,,,-0.52390685,,
EVOVA_T1I,Real value added in public administration; defence; education human health and social work activities,FIN,Finland,2014,2014,GRWH,Growth rate,0,Units,,,-1.3890095,,
EVOVA_T1I,Real value added in public administration; defence; education human health and social work activities,FIN,Finland,2015,2015,GRWH,Growth rate,0,Units,,,-0.19367902,,
NUCLEARNRJ_T1C,Nuclear power plants connected to the grid,IDN,Indonesia,2014,2014,NBR,Number,0,Units,,,0,Z,Absolute zero observation
NURSE_G2,Ratio of nurses to physicians,JPN,Japan,2012,2012,RATIO,Ratio,0,Units,,,4.6034536,,
TIVA_INTERMEDIATES_T1H,Re-exported intermediates: Transport equipment,ZAF,South Africa,2011,2011,PC,Percentage,0,Units,,,31.24,,
INFMORTY_G1, Infant mortality,USA,United States,2011,2011,DEATH_1000BIRTH,Deaths per 1 000 live births,0,Units,,,6.1,,
INFMORTY_G1, Infant mortality,USA,United States,2012,2012,DEATH_1000BIRTH,Deaths per 1 000 live births,0,Units,,,6,,
ITLEARNING_T1G,Students with at least one computer at home: percentage,DNK,Denmark,2012,2012,PC,Percentage,0,Units,,,99.914296,,
ITLEARNING_T1H,Students with at least one computer at home: standard-error,NLD,Netherlands,2012,2012,SE,Standard-error,0,Units,,,0.0549308,,
ITLEARNING_T1J,Students with three or more computers at home : standard-error (at school),IDN,Indonesia,2012,2012,SE,Standard-error,0,Units,,,0.76737806,,
CPI_T1D,CPI: energy,CHL,Chile,2011,2011,GRWH,Growth rate,0,Units,,,12.69324,,
CPI_T1D,CPI: energy,CHL,Chile,2012,2012,GRWH,Growth rate,0,Units,,,-0.4689199,,
CPI_T1D,CPI: energy,CHL,Chile,2013,2013,GRWH,Growth rate,0,Units,,,0.3827924,,
CPI_T1D,CPI: energy,CHL,Chile,2014,2014,GRWH,Growth rate,0,Units,,,6.246097,,
CPI_T1D,CPI: energy,CHL,Chile,2015,2015,GRWH,Growth rate,0,Units,,,-4.484205,,
INCOMPOVERTY_T1C,Relative poverty rates: Working-age population (age 18-65),AUS,Australia,2012,2012,RATIO,Ratio,0,Units,,,0.107,,
INCOMPOVERTY_T1C,Relative poverty rates: Working-age population (age 18-65),AUS,Australia,2014,2014,RATIO,Ratio,0,Units,,,0.102,,
FDINDEX_T1A,Total FDI Index,RUS,Russia,2011,2011,IDX,Index,0,Units,,,0.174,,
FDINDEX_T1A,Total FDI Index,RUS,Russia,2012,2012,IDX,Index,0,Units,,,0.175,,
FDINDEX_T1A,Total FDI Index,RUS,Russia,2013,2013,IDX,Index,0,Units,,,0.175,,
FDINDEX_T1A,Total FDI Index,RUS,Russia,2014,2014,IDX,Index,0,Units,,,0.175,,
FDINDEX_T1A,Total FDI Index,RUS,Russia,2015,2015,IDX,Index,0,Units,,,0.175,,
FDINDEX_T1E,Distribution,HUN,Hungary,2011,2011,IDX,Index,0,Units,,,0,,
FDINDEX_T1E,Distribution,HUN,Hungary,2012,2012,IDX,Index,0,Units,,,0,,
FDINDEX_T1E,Distribution,HUN,Hungary,2013,2013,IDX,Index,0,Units,,,0,,
FDINDEX_T1E,Distribution,HUN,Hungary,2014,2014,IDX,Index,0,Units,,,0,,
FDINDEX_T1E,Distribution,HUN,Hungary,2015,2015,IDX,Index,0,Units,,,0,,
TIVA_INTERMEDIATES_T1B,Re-exported intermediates: Food products; beverages and tobacco,ISR,Israel,2011,2011,PC,Percentage,0,Units,,,19.46,,
ITLEARNING_T1D,Students using computers at school: standard-error,EST,Estonia,2012,2012,SE,Standard-error,0,Units,,,1.0130336,,
ITLEARNING_T1E,Students browsing the Internet for schoolwork at least once a week Percentage (at school),SWE,Sweden,2012,2012,PC,Percentage,0,Units,,,66.634858,,
STUDYABROAD_T1C,International students in Bachelorâ€™s or equivalent level,NZL,New Zealand,2013,2013,PC,Percentage,0,Units,,,13.06453,,
TIVA_INTERMEDIATES_T1C,Re-exported intermediates: Textiles; textile products; leather and footwear,IRL,Ireland,2011,2011,PC,Percentage,0,Units,,,59.34,,
SME_T1B,Number of employees in manufacturing in enterprises with 10-19 persons engaged,PRT,Portugal,2012,2012,PC,Percentage,0,Units,,,11.898364,,
RTSCONV_T1A,Purchasing power parities,CZE,Czech Republic,2011,2011,NATUSD,National currency per US dollar,0,Units,,,13.345305,,
RTSCONV_T1A,Purchasing power parities,CZE,Czech Republic,2012,2012,NATUSD,National currency per US dollar,0,Units,,,13.297699,,
RTSCONV_T1A,Purchasing power parities,CZE,Czech Republic,2013,2013,NATUSD,National currency per US dollar,0,Units,,,12.785271,,
RTSCONV_T1A,Purchasing power parities,CZE,Czech Republic,2014,2014,NATUSD,National currency per US dollar,0,Units,,,12.70321,,
RTSCONV_T1A,Purchasing power parities,CZE,Czech Republic,2015,2015,NATUSD,National currency per US dollar,0,Units,,,12.934509,,
EVOVA_T1I,Real value added in public administration; defence; education human health and social work activities,SVK,Slovak Republic,2011,2011,GRWH,Growth rate,0,Units,,,-3.6823203,,
EVOVA_T1I,Real value added in public administration; defence; education human health and social work activities,SVK,Slovak Republic,2012,2012,GRWH,Growth rate,0,Units,,,-0.33208916,,
EVOVA_T1I,Real value added in public administration; defence; education human health and social work activities,SVK,Slovak Republic,2013,2013,GRWH,Growth rate,0,Units,,,3.2535978,,
EVOVA_T1I,Real value added in public administration; defence; education human health and social work activities,SVK,Slovak Republic,2014,2014,GRWH,Growth rate,0,Units,,,-6.2354641,,
EVOVA_T1I,Real value added in public administration; defence; education human health and social work activities,SVK,Slovak Republic,2015,2015,GRWH,Growth rate,0,Units,,,0.63085541,,
TIVA_INTERMEDIATES_T1H,Re-exported intermediates: Transport equipment,GBR,United Kingdom,2011,2011,PC,Percentage,0,Units,,,43.48,,
GREENHOUSE_T1,Greenhouse gas emissions,CZE,Czech Republic,2011,2011,TONNE,Tonnes,3,Thousands,,,137538.72,,
GREENHOUSE_T1,Greenhouse gas emissions,CZE,Czech Republic,2012,2012,TONNE,Tonnes,3,Thousands,,,133472.35,,
GREENHOUSE_T1,Greenhouse gas emissions,CZE,Czech Republic,2013,2013,TONNE,Tonnes,3,Thousands,,,128483.26,,
GREENHOUSE_T1,Greenhouse gas emissions,CZE,Czech Republic,2014,2014,TONNE,Tonnes,3,Thousands,,,126566.91,,
GREENHOUSE_T1,Greenhouse gas emissions,CZE,Czech Republic,2015,2015,TONNE,Tonnes,3,Thousands,,,127620.52,,
ITLEARNING_T1C,Students using computers at school: Percentage,JPN,Japan,2012,2012,PC,Percentage,0,Units,,,59.231123,,
EXEDULV_T1I,Private expenditure per student in primary; secondary and post-secondary non-tertiary education as a percentage of total expenditures,CHL,Chile,2012,2012,PC,Percentage,0,Units,,,21.971701,,
STUDYABROAD_T1B,International students in short-cycle tertiary programmes,SVK,Slovak Republic,2013,2013,PC,Percentage,0,Units,,,0.48746518,,
FDINDEX_T1A,Total FDI Index,GRC,Greece,2011,2011,IDX,Index,0,Units,,,0.032,,
FDINDEX_T1A,Total FDI Index,GRC,Greece,2012,2012,IDX,Index,0,Units,,,0.032,,
FDINDEX_T1A,Total FDI Index,GRC,Greece,2013,2013,IDX,Index,0,Units,,,0.032,,
FDINDEX_T1A,Total FDI Index,GRC,Greece,2014,2014,IDX,Index,0,Units,,,0.032,,
FDINDEX_T1A,Total FDI Index,GRC,Greece,2015,2015,IDX,Index,0,Units,,,0.032,,
FDINDEX_T1D,Electricity,IND,India,2011,2011,IDX,Index,0,Units,,,0.05,,
FDINDEX_T1D,Electricity,IND,India,2012,2012,IDX,Index,0,Units,,,0.064,,
FDINDEX_T1D,Electricity,IND,India,2013,2013,IDX,Index,0,Units,,,0.064,,
FDINDEX_T1D,Electricity,IND,India,2014,2014,IDX,Index,0,Units,,,0.064,,
FDINDEX_T1D,Electricity,IND,India,2015,2015,IDX,Index,0,Units,,,0.064,,
RTSCONV_T1B,Indices of price levels,AUS,Australia,2011,2011,OECDIDX,OECD=100,0,Units,,,148,,
RTSCONV_T1B,Indices of price levels,AUS,Australia,2012,2012,OECDIDX,OECD=100,0,Units,,,157,,
RTSCONV_T1B,Indices of price levels,AUS,Australia,2013,2013,OECDIDX,OECD=100,0,Units,,,142,,
RTSCONV_T1B,Indices of price levels,AUS,Australia,2014,2014,OECDIDX,OECD=100,0,Units,,,135,,
RTSCONV_T1B,Indices of price levels,AUS,Australia,2015,2015,OECDIDX,OECD=100,0,Units,,,125,,
FERTILITY_T1,Total fertility rates,DEU,Germany,2011,2011,NBR,Number,0,Units,,,1.39,,
FERTILITY_T1,Total fertility rates,DEU,Germany,2012,2012,NBR,Number,0,Units,,,1.4,,
FERTILITY_T1,Total fertility rates,DEU,Germany,2013,2013,NBR,Number,0,Units,,,1.41,,
TIVA_INTERMEDIATES_T1E,Re-exported intermediates: Chemicals and non-metallic mineral products,BRA,Brazil,2011,2011,PC,Percentage,0,Units,,,17.28,,
CHILDEDU_T1J,Annual expenditure per student in pre-primary education,LUX,Luxembourg,2012,2012,USD,US Dollar,0,Units,,,19718.607,,
INCOMPOVERTY_T1C,Relative poverty rates: Working-age population (age 18-65),JPN,Japan,2012,2012,RATIO,Ratio,0,Units,,,0.145,,
INCOMPOVERTY_T1C,Relative poverty rates: Working-age population (age 18-65),JPN,Japan,2015,2015,RATIO,Ratio,0,Units,,,0.136,,
CPI_T1C,CPI: food,FRA,France,2011,2011,GRWH,Growth rate,0,Units,,,1.986668,,
CPI_T1C,CPI: food,FRA,France,2012,2012,GRWH,Growth rate,0,Units,,,2.88914,,
CPI_T1C,CPI: food,FRA,France,2013,2013,GRWH,Growth rate,0,Units,,,1.149724,,
CPI_T1C,CPI: food,FRA,France,2014,2014,GRWH,Growth rate,0,Units,,,-0.8388023,,
CPI_T1C,CPI: food,FRA,France,2015,2015,GRWH,Growth rate,0,Units,,,0.4032865,,
EMPLGNDR_T1C,Employment rates: total,AUT,Austria,2011,2011,RATIO,Ratio,0,Units,,,71.1,,
EMPLGNDR_T1C,Employment rates: total,AUT,Austria,2012,2012,RATIO,Ratio,0,Units,,,71.425,,
EMPLGNDR_T1C,Employment rates: total,AUT,Austria,2013,2013,RATIO,Ratio,0,Units,,,71.4,,
EMPLGNDR_T1C,Employment rates: total,AUT,Austria,2014,2014,RATIO,Ratio,0,Units,,,71.075,,
EMPLGNDR_T1C,Employment rates: total,AUT,Austria,2015,2015,RATIO,Ratio,0,Units,,,71.1,,
TIVA_INTERMEDIATES_T1A,Re-exported intermediates: Agriculture; hunting; forestry and fishing,KOR,Korea,2011,2011,PC,Percentage,0,Units,,,16.14,,
ITLEARNING_T1B,Number of 15-year-old students per school computer: standard-error,AUT,Austria,2012,2012,SE,Standard-error,0,Units,,,0.49846708,,
ITLEARNING_T1I,Students with three or more computers at home : percentage (at school),ISR,Israel,2012,2012,PC,Percentage,0,Units,,,44.595295,,
STUDYABROAD_T1E,International students in Doctoral or equivalent level,LUX,Luxembourg,2013,2013,PC,Percentage,0,Units,,,84.095861,,
EMPLGNDR_T1B,Employment rates: men,FRA,France,2011,2011,RATIO,Ratio,0,Units,,,68.25,,
EMPLGNDR_T1B,Employment rates: men,FRA,France,2012,2012,RATIO,Ratio,0,Units,,,68.1,,
EMPLGNDR_T1B,Employment rates: men,FRA,France,2013,2013,RATIO,Ratio,0,Units,,,67.825,B,Break
EMPLGNDR_T1B,Employment rates: men,FRA,France,2014,2014,RATIO,Ratio,0,Units,,,67.125,,
EMPLGNDR_T1B,Employment rates: men,FRA,France,2015,2015,RATIO,Ratio,0,Units,,,67.1,,
EVOVA_T1H,Real value added in professional; scientific; technical; administration and support services activities,HUN,Hungary,2011,2011,GRWH,Growth rate,0,Units,,,2.9788,,
EVOVA_T1H,Real value added in professional; scientific; technical; administration and support services activities,HUN,Hungary,2012,2012,GRWH,Growth rate,0,Units,,,0.90823314,,
EVOVA_T1H,Real value added in professional; scientific; technical; administration and support services activities,HUN,Hungary,2013,2013,GRWH,Growth rate,0,Units,,,4.119063,,
EVOVA_T1H,Real value added in professional; scientific; technical; administration and support services activities,HUN,Hungary,2014,2014,GRWH,Growth rate,0,Units,,,5.7100029,,
EVOVA_T1H,Real value added in professional; scientific; technical; administration and support services activities,HUN,Hungary,2015,2015,GRWH,Growth rate,0,Units,,,4.0479452,,
GOVDEBT_T2,Adjusted general government debt-to-GDP (including unfunded pension liabilities),POL,Poland,2011,2011,PC,Percentage,0,Units,,,61.21319,,
GOVDEBT_T2,Adjusted general government debt-to-GDP (including unfunded pension liabilities),POL,Poland,2012,2012,PC,Percentage,0,Units,,,64.38731,,
GOVDEBT_T2,Adjusted general government debt-to-GDP (including unfunded pension liabilities),POL,Poland,2013,2013,PC,Percentage,0,Units,,,65.00315,,
GOVDEBT_T2,Adjusted general government debt-to-GDP (including unfunded pension liabilities),POL,Poland,2014,2014,PC,Percentage,0,Units,,,70.54301,,
GOVDEBT_T2,Adjusted general government debt-to-GDP (including unfunded pension liabilities),POL,Poland,2015,2015,PC,Percentage,0,Units,,,69.86637,,
INCOMPOVERTY_T1E,Poverty gap entire population,SWE,Sweden,2011,2011,AVSCORE,Average score,0,Units,,,0.255,,
INFMORTY_G1, Infant mortality,EST,Estonia,2011,2011,DEATH_1000BIRTH,Deaths per 1 000 live births,0,Units,,,2.5,,
INFMORTY_G1, Infant mortality,EST,Estonia,2012,2012,DEATH_1000BIRTH,Deaths per 1 000 live births,0,Units,,,3.6,,
INFMORTY_G1, Infant mortality,EST,Estonia,2013,2013,DEATH_1000BIRTH,Deaths per 1 000 live births,0,Units,,,2.1,,
CHILDEDU_T1A,Pupils enrolled in pre-primary education (ISCED 02) as a percentage of total enrolment in early childhood education (ISCED 01+ ISCED 02) ,SVN,Slovenia,2013,2013,PC,Percentage,0,Units,,,70.08545,,
CHILDEDU_T1K,Annual expenditure per student in all early childhood education,CHE,Switzerland,2012,2012,USD,US Dollar,0,Units,,,5456.694,,
EVOPOP_G1,Population growth rates,ESP,Spain,2011,2011,GRWH,Growth rate,0,Units,,,0.373207,,
EVOPOP_G1,Population growth rates,ESP,Spain,2012,2012,GRWH,Growth rate,0,Units,,,0.0645032,,
EVOPOP_G1,Population growth rates,ESP,Spain,2013,2013,GRWH,Growth rate,0,Units,,,-0.3702819,,
EVOPOP_G1,Population growth rates,ESP,Spain,2014,2014,GRWH,Growth rate,0,Units,,,-0.2772572,,
INCOMPOVERTY_T1A,Relative poverty rates: Entire population,POL,Poland,2011,2011,RATIO,Ratio,0,Units,,,0.106,,
INCOMPOVERTY_T1A,Relative poverty rates: Entire population,POL,Poland,2012,2012,RATIO,Ratio,0,Units,,,0.102,,
INCOMPOVERTY_T1A,Relative poverty rates: Entire population,POL,Poland,2013,2013,RATIO,Ratio,0,Units,,,0.105,,
INCOMPOVERTY_T1A,Relative poverty rates: Entire population,POL,Poland,2014,2014,RATIO,Ratio,0,Units,,,0.104,,
